Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Target
-1.1567450068600906,-1.0553677306535,0.2862616539713987,1.8863108480222661,1.2742619754676754,-0.6841434442343751,3.118771094466094,0
-1.639801304616201,1.9487140268540255,-0.28408493474316504,-1.1461039205236045,1.5870391136039042,0.03029875010923133,-0.47505196322946575,4
-2.526257431219766,1.334936436186405,0.6109626021585732,2.642158961084295,1.8411175640496902,-0.08695344148380113,0.35691071226422966,2
0.01201824934336937,-0.8993620903354343,2.2680201250514895,-0.19320609612114237,0.22082920933993153,1.379688218177625,-0.6305527788175674,1
0.2012689990425809,-1.9516777056277461,1.4231413182793913,0.5034404559587252,0.9819362883925892,0.03343280440333174,1.1774806351013454,1
-2.2521969827821278,-1.1796887727630199,0.4894239882356491,-0.3267547820950605,1.150816852597075,1.3166455742581413,-0.6287815004628231,0
0.8038378574811476,0.7216888502715137,-0.35860170555112747,0.19329034892174812,-0.16162542846008918,-2.4105517849964544,-1.5938405309318973,4
-1.3541607959069186,0.8187477725888661,-0.10016621968185589,2.1185300585028264,0.6915207593093845,-1.1303684840564008,-1.2686968743325546,2
-1.4204358576023552,1.495756466128908,-0.04789821010569151,2.301244160498201,-0.34016525348484045,-0.3294653520447801,-0.23564926384768425,2
-0.4766715022201632,-0.3175852804420982,0.503263002965419,-1.9570751022325115,2.208932837585817,-1.054233292353967,0.5979598718339908,4
0.8356810299242289,-0.8424803298025861,0.9394623691134674,-0.41290270273479734,1.0560284884159599,0.6125511484705,-0.9445142901748185,3
-1.7284600670606236,1.1882275879297999,-0.8232788818759589,0.07060957117652489,1.235581450020508,0.7178024769151187,-0.1415841637883921,3
-0.9536457178997991,2.3314567788383664,1.2906381500412962,-0.1854579279191757,0.5783262402774555,2.2988977448455814,0.5443966460436126,4
-1.573553837154226,-1.0966812244610982,1.2233045156431153,0.875602403421816,0.040207936069323456,0.31554895506810876,0.08024721424190921,0
-0.016993752694435926,-0.08316818642015456,-1.6121442171875666,-2.44205865159586,0.25870084009003025,0.001419443584700808,0.4564102733667368,4
0.35534738588995873,3.241858198019961,0.9193930820809613,1.5028079625232484,-0.4229129165292692,0.15545266587345985,1.053018565433506,2
-1.6389013074315844,-1.780421859796129,2.3590920592804374,0.4419494710244276,-0.9034651194691562,-1.3909221507726899,0.00550746619463928,0
-2.415456971939043,-0.2486493967746919,-1.4953749880240386,0.9488368889356931,0.5526814784172236,1.275101795457343,0.3379015745107981,2
-2.398644619786422,-1.8605376359231727,-0.11132585575533034,0.08745749607414188,2.4181417760293313,-0.656788973155698,-0.2686253691227696,3
0.8794193742842875,3.593945764892981,0.5451398937826376,-2.04347345708992,0.9536462161750237,1.0883895958622967,0.18880830117964362,0
-1.309786752439275,-1.3794134150775381,-0.38586407483395163,-1.3050305265115991,-0.9183905641767219,-2.6103173920719867,0.09927051922475943,4
-2.147317026828005,-0.20009114590785337,-0.3305011430972984,0.8217274359106594,0.11537718870991419,1.2625563045546486,-0.21008456222107114,2
2.0529083844213893,0.011714206094501467,1.1962509683662326,2.1365742722431813,-1.1546030103482778,0.5122859596744465,-0.9018040892773841,1
-1.3113506571087248,1.9468697305577598,0.7971728446416548,-1.6656193590771466,0.7435661660733875,2.690106352954224,1.5488853817697155,0
0.011728240994578254,1.192965990658884,1.4052821265870201,-0.7920282323598258,0.22044467637940074,1.000330966918007,0.7530580847480913,2
0.852117495168695,-0.3093767531404289,-0.7320931249141543,0.6291126114682153,0.628576612608606,0.08453726373723902,-0.9211352203744967,1
4.191467669372583,0.33021006505973605,0.0521750132599685,-0.5530990655809398,0.3305299275038274,-0.4633459625295193,1.2561462950002906,0
-0.8053495963137794,1.308384933033248,0.675620309547845,2.5479723936668464,0.15174911414339537,-1.6878253061129662,0.9300792035850939,2
-0.018985737656662893,0.39184803641089716,-1.157026461252642,-1.6705705694284592,-0.41537779643544576,0.14484716514643747,1.3297599623379779,4
-1.504620037320195,-0.6497092751663378,0.5041853310363849,0.48554115116293617,-0.6032375960710559,0.0806675019429528,0.3627094323698275,1
-1.6983889259890033,-1.0160072726058957,-0.6809838707013193,-1.595732858481144,-1.848136218221599,0.7527053930902435,-0.7446748343683872,3
-0.3366282771845486,1.8676178967559545,1.3858316824586103,1.865173035702037,0.12215849090594963,0.05458792346763219,0.24768121306838467,2
