Feature1,Feature2,Target
-0.15789826005906882,1.3371083172433522,1
-0.7040729286586755,1.185303003351444,1
1.5820922425441681,1.5006922816402888,1
-1.3496683389736663,-1.0932565110408636,0
0.9337091311214646,-0.9408011755629982,1
1.8007959475666833,1.6784367733241528,0
2.4615488774090286,-1.9727532510649608,0
-1.1135491977493417,0.7206172555860082,1
-1.3436653527069147,-2.240687354893886,0
1.4620453345849571,1.428043089200005,1
0.10565230240657031,-0.4339975844072199,0
0.4973904391587508,0.3154766061214779,1
-1.3954254066410257,0.6899515555368352,1
0.5797051126019965,-1.6585865107307383,0
1.3670088166650398,-1.2128370661826127,0
-0.6735999159587176,-0.048160674676908544,0
-1.0554686513658766,0.07629020250050056,0
-0.22829148338524097,-1.0084762715634927,0
-1.8817562001689756,1.1957349663754693,0
-0.30321324455307397,-0.6823722232238675,0
-0.7058458155868328,1.0291288371268352,1
1.3674935461126396,-1.1965043705611027,0
-0.8869066005959476,0.43800231376419085,1
0.7339696845990484,0.6994190270046601,1
-0.9603049904621952,0.8835942271412904,1
0.3927473709995799,1.709898032181255,1
1.8189586654562884,1.479949270634979,1
-0.3433367533818952,-0.07248364953926933,1
0.798069533874086,0.6593493996528492,1
-0.5963892342004895,0.030749235995491064,0
-1.7618373292715657,0.9852574089364696,1
0.8500533677843387,-0.896326803119905,0
0.6337952721118949,-0.6945473177296406,0
-0.12168988434086403,0.1653316896371575,1
1.2051689646324808,-1.0677840835967294,0
0.8589019722047677,0.9373437138185817,1
-2.008202543542719,-2.727602626173127,0
1.9292842574960032,-1.6412454873749158,0
-0.7399743546058692,0.6888202031514393,1
-0.0898321856088855,-1.485639416929426,0
-0.7808729136826322,1.1498068658903,1
0.6123542924967185,0.6386281865541267,1
-0.31726639294930015,1.152033645672977,1
1.2616085638827017,1.232892424250494,1
0.6011059304198321,0.6578584842549771,1
-1.2615923037518608,1.1787817786235486,1
-1.539374263381686,-1.0553773734382281,0
0.6850081839381474,-0.40736984651269825,0
-0.8874542355954209,-1.8312038634328414,0
3.633459991407724,-2.7978882337939823,0
-1.56325313944073,0.8216005205021408,1
2.15826294600427,1.865431692264246,1
0.28108128675903354,1.3025400659042066,1
0.9395254052737776,-0.9580821433339685,0
0.9992163896116114,-1.0065095986171226,0
0.49566835476768234,0.7221168335907405,1
-0.06294036210514531,0.19164819006204858,0
0.8812225148094185,0.8896018535066758,1
2.1497209873407623,2.0914314866176413,1
0.2803332333314712,0.30119755886121924,1
-0.258420630842612,-0.3411999941632935,0
-1.3453314492366435,0.38693421256550053,1
1.4552205826986833,1.1784492908159114,1
-1.801302087345783,1.052996302313244,0
2.6958555647712634,-2.1182462233989634,0
0.41169437153427,0.4612720036632564,1
0.18268475658305983,0.33106290467661703,1
-1.0209407270069715,0.7391796245024256,1
-0.3382300201146168,1.0786566807186673,1
-1.3683555293234608,0.6936768117296649,1
-2.3182419713366444,0.976019902594548,1
-0.13716545988677065,-1.7614051104771986,0
-0.5661568494334054,-0.36200968498813735,0
0.4491950173549445,-0.685852247859162,0
1.4064744002149094,1.1326064367046118,1
-0.16869912423140632,1.4371536329701633,1
-0.2613632086552422,-2.065350804156353,0
2.1225311900356347,-1.7027350361614335,0
1.5862115543410036,-1.4006377309685194,0
-1.6532659647641366,1.1564797177197703,0
-0.8515230178836216,-1.3171098772056822,0
-2.4450547043459765,-2.0077885664735904,0
-0.35174411240348735,1.365449888420632,1
-0.9592616635914119,0.30056750956076417,1
2.3114401761565855,-0.8582856524772882,0
1.0153060657704986,-0.8913992551393973,0
-1.2900529112970078,-1.153400016127433,0
0.9411148382276062,-1.037325061021162,1
-1.487699066627906,0.8588644131978,1
-1.1010918032983472,1.4874328846941165,1
1.644107837345953,1.624202773897529,1
-0.6954532277280958,-0.2536365678589302,0
1.4665275586754394,-1.3665969424661162,0
1.3079380418410087,1.2824393921770239,1
0.8396024652978185,0.7576724693084682,1
-1.5742715818452857,-0.990679392081033,0
1.3081188068378449,1.3823145510612251,1
-2.563249409481333,0.343265444736806,0
-0.7407182663621863,0.02327861958734223,0
2.460104052744346,-1.9208344554025822,0
0.09583506034418288,1.8810861190614303,1
-1.8491165005920036,-0.4997055295407483,0
-1.6413831191239536,1.513667765409021,1
2.0709642902813092,1.9257661282729424,1
-1.2224283536056508,0.6509872173513305,1
1.234018442583942,-1.1981481437763566,0
0.6698588749455014,-2.5289475710566673,0
1.5098201908732074,1.4800658916289073,1
-2.8944535203010284,-0.06983566838217181,0
0.18777918068200306,0.2745192717553493,1
0.6181542778549901,0.9020391736933164,1
0.7972592488119352,-1.7672012788016853,0
0.5726632069756892,0.42425631330106683,0
0.5843810582845541,2.8467506859549196,0
-1.3248073197677805,0.7913814791192487,1
0.30230719585950605,0.49966668445143436,1
-1.2326082699984722,0.8245169171934645,1
-0.2949046907989079,-0.8045488946902093,0
-3.399532904868472,-2.3156419791601173,0
-0.16043559945456698,-0.2126945571890052,0
-0.12615475049594171,-0.1376444480214709,1
-1.3435319667119765,0.3407968705683442,0
1.3335429904780212,-1.2752804904612973,0
0.19783152594154307,-1.5447811324344234,0
0.597869278764022,0.6124316684677528,1
0.8389352132050519,-0.783029287967848,0
2.035451465666418,1.9223960281512353,1
-1.071506110718103,-0.7005970870733946,0
1.45680806307498,-1.243178970075847,1
-0.6786538452184664,1.053222573640877,1
-1.6741252709032828,1.044751758712776,1
0.9241609154457551,0.8145312801136741,1
2.8117816621811036,-2.1337321299180805,0
-3.495877290482347,-1.1860350821362107,0
1.515264126085746,1.5445685771447721,1
1.0696160317083603,1.145876644541051,1
0.7384718341977283,-0.6722011179625256,0
-0.6700753832120379,0.05092479040709108,0
0.9748131721829728,-0.8884482711985333,0
2.7485706432025108,-2.131551257953854,0
1.378670333772277,-1.2296413309685852,0
0.41903498279464024,-0.6589373465766755,0
-1.7675546786438459,-4.302986544577742,0
-0.1638542476227529,0.7624734404954849,1
0.4499002385588008,-0.6312475075385258,0
-1.9297336980919244,-0.7671360419930962,0
-1.3483730832845886,-1.974148928206394,0
0.28055153286137746,0.5041517514167988,1
-0.33918052437287805,1.0653874662932519,1
1.2597296371714841,-1.18929846692669,0
0.8182016878121594,0.9262680589799038,1
-0.9218010006008293,0.8808588771596404,1
1.8245825972274545,1.6292636188963558,1
-0.9799812926574827,0.8493256567181418,1
1.726667198016862,-1.5756729348915683,0
1.584878358057709,1.4871837908953345,1
-1.966119822271586,1.066046090871179,0
0.6422895533921175,-0.6997807264929499,0
0.9575056090460428,-0.4399179261073355,0
-0.3971378030684666,1.3676481381451477,1
1.8676074517379457,1.7974423906868222,1
1.280387230236307,1.2530151342169236,1
0.7798478059742928,0.6475278567569558,1
0.4030728896698832,-0.5520848971954926,0
