Feature1,Feature2,Feature3,Feature4,Feature5,Target
1.1402505526712048,-0.013973228476073308,-1.18023173420037,-0.33348628096969524,0.41870457829236835,7.094535262515004
-1.2295495944524168,-0.10594835430413566,0.4966992232365217,2.6443433470170348,-0.46531045678005334,118.02489604584237
1.6367399618306397,-0.48231357093630295,-0.1833007095261973,1.0989833574419647,-0.01979434452070797,91.61114122167011
0.21329370737293857,0.6592456684324051,0.0012054753622242368,0.9375701376265584,-0.8170886310681906,48.16819909536933
0.8890371222798921,-1.2883076174635377,0.5737444210044131,0.2927154821418534,-1.276304416538336,31.888365915011764
-2.3910785652839595,-0.24965553821891934,-1.0198013336945937,0.2075422948887419,0.9792597442869628,-64.84635679511653
1.143566044928613,0.7020303236673265,0.10649398029009184,0.19767556695424515,-0.8432983112849525,43.933106321695725
-1.1630426502846019,1.4622546040347288,-0.41342377063644137,-0.29045391622778904,0.03239621368357873,-50.11168133922676
-0.37753114855982517,-1.026625482884179,1.257613112576651,-0.4581369898417196,-0.5334524457759005,-47.019395479317275
0.12810441491078928,-0.6526239793023909,-0.6810516574748808,-0.4461834332147797,0.8406435489887241,-41.75190958386834
-1.3154413070498456,-0.6717207892580773,1.3094441014026479,-1.2541609869956039,-0.2768893557688036,-115.34602704643133
1.7388996637975789,-0.8082657216409264,0.9788580507817954,-0.8304444065565653,0.08531814256502405,8.762187037804622
-0.4286545269165333,-0.8464343014589786,1.0294405559270405,0.9256722095027217,-0.33689512678513855,43.90821333117499
0.9757133776692501,-2.1537305737914614,0.000755507454595548,0.4469817170098519,0.685857818608419,68.04445076087396
-1.2208436499710222,-1.3281860488984305,0.2088635950047554,0.19686123586912352,-1.9596701238797756,-61.34795109235181
-0.6116337366945591,-0.1792510253569118,1.1186323341542117,-0.11000549870105147,0.013043374376952133,-33.79729730354036
0.05022769916568044,-0.6923507742337942,0.4795075480016086,-0.659039274888645,0.7289411945704503,-33.66795134293075
1.6722659040975276,-2.2660520941492828,-0.7373799034979586,-0.35077820560155415,-0.8341848487326238,7.566798288429613
-0.1471927507680115,0.33276047863701036,-0.19906255375986986,0.5598284488280599,0.184827033621654,41.77031475422394
0.13659739558875236,0.8095944359718859,0.025385277972271716,0.5308943142159493,-0.7165734884241052,57.09962058255402
0.7158727446909595,0.5914421517518549,0.2270344788648889,0.6802203604766911,-0.3240681752089702,58.59754453483613
-0.7673475628880495,2.1898029332176723,0.8723206367206782,-0.8082982853551515,0.18334200573835174,-36.98145176167604
0.2658782296520485,2.0997217891665154,-0.4367197360405955,-0.24702570074599667,-0.06613261462582246,7.708747444429913
0.33855287628591424,-1.0257526836402773,-0.9379255765363989,1.1008213984226052,0.216624975404619,51.978438415591185
0.02100384163275905,0.3241663524884421,0.6819529712949639,-0.13014305436768459,-0.31026675659345604,-1.1826057352400126
-2.391956204313024,1.1785126897984228,0.8447743757816999,-1.3734028889697492,-0.005560293648070566,-144.02563999881346
0.5770721838351396,-0.39828303354254857,-0.17802329006383844,0.11758862988720224,0.1551553428653563,29.100188165387074
0.3014070697811174,0.01804725246822428,-0.03658003987684579,1.2106745525421971,-1.7378046158464995,63.46135721366467
-0.33304762097552243,0.5665409870816561,-0.2758957214401739,-0.6484692000191374,-1.2244022070472718,-72.19399135270034
-1.1794596645077804,1.4532754760425446,1.4350873992222355,-0.07823065905851781,-0.34730228895784293,-8.558986332942862
0.10575379127148042,0.543479378670093,1.2637066776546686,0.1998104337187135,-0.8463159774657358,16.498749335857973
-0.11657134645332866,0.1602688574175767,0.21416894113174983,-0.4238335382064832,-0.976620315863556,-25.242127350579935
1.144293068559939,-0.05310680169691065,-1.387868550455802,-0.5509818035382495,0.7638603516334226,-12.64512750964179
0.18863108156798006,0.8810588920574334,1.6080672471727289,0.04729874312872792,-1.0356040560453943,27.978416914199812
0.9693693024080543,-0.7559507066919204,-0.6314025555665582,0.3604416762927729,0.05252636821531626,43.69976439801428
-0.1330031639300636,-0.4697644643371368,-1.320892282506161,0.15875605093754283,2.14300705458491,3.053920220335395
-0.5827586576115821,1.42274813609994,-2.438817158276429,0.9262154022415924,-0.13427916218630415,35.7160899822455
0.9346547073366236,-0.041491104577379236,0.3699256130043903,0.9704884596133799,-1.1173270089312346,87.13239160793376
1.2374381346841392,0.058022734808395225,-0.45730165508679,0.8484308822052846,-0.04282338131157488,95.15214408163403
1.0274793433526916,-0.18722732150688023,1.9740786877450238,1.0326575166220122,0.3772632593422264,98.9356979751938
0.31444459087485255,-0.9310017116324415,-0.35895838517941375,0.04303097332128144,0.7297729370341954,18.665810007299072
-1.3902219251534627,-1.4769249275319014,0.15776143929376948,-0.7393714074590363,-1.0973683189710666,-120.68388979968279
-0.3278064598765229,0.8293237725828624,-1.426018117120452,-0.6316515245136439,0.39387321816474324,-53.28930511160251
-0.2811254848880863,-0.6281437391691783,0.5793467597567757,0.09893378702888371,1.4120268785432495,0.2533135923663936
0.8371544863313845,1.1400678464951604,-0.32115903870570245,-0.8370901336150396,-1.5856257067695927,-43.53471793175129
-0.26030904127143756,-0.19370537980496205,-1.5100412119852522,0.5402879440356954,-0.2205382291565374,1.8897601622277116
-0.7928728322623442,-0.553649305347182,-0.10703035995455783,-1.1978778925888485,-1.035242322419374,-131.64711792610518
-0.7925207384327007,0.8657551941701215,-0.11473644146689901,-1.2002964070557762,0.5049872789804571,-94.95717550433613
1.0829999385168685,0.9575371632797675,-1.0763811874020583,-2.712612563810438,-0.6737901056594764,-126.44751199001556
-1.889540730945531,-1.5839028234857233,-0.4523063192490767,0.7604146561442974,-2.4238793266289567,-52.70222690590188
